Sanskrit,English
yām me̱ dhiya̱m maru̍ta̱ indra̱ devā̱ ada̍dāta varuṇa mitra yū̱yam   tām pī̍payata̱ paya̍seva dhe̱nuṁ ku̱vid giro̱ adhi̱ rathe̱ vahā̍tha,the thought which ye o maruts indra and ye gods have given to me and ye mitra and varuṇa  cause this to grow and swell like a milchcow with milk will ye not bear away my songs upon your car?
ku̱vid a̱ṅga prati̱ yathā̍ cid a̱sya na̍ḥ sajā̱tya̍sya maruto̱ bubo̍dhatha   nābhā̱ yatra̍ pratha̱maṁ sa̱ṁnasā̍mahe̱ tatra̍ jāmi̱tvam adi̍tir dadhātu naḥ,o maruts do ye never never recollect and call again to mind this our relationship?  when next we meet together at the central point even there shall aditi confirm our brotherhood
te hi dyāvā̍pṛthi̱vī mā̱tarā̍ ma̱hī de̱vī de̱vāñ janma̍nā ya̱jñiye̍ i̱taḥ   u̱bhe bi̍bhṛta u̱bhaya̱m bharī̍mabhiḥ pu̱rū retā̍ṁsi pi̱tṛbhi̍ś ca siñcataḥ,the mothers heaven and earth those mighty goddesses worthy of sacrifice ecune with the race of gods  these two with their support uphold both gods and men and with the fathers pour the copious genial stream
vi ṣā hotrā̱ viśva̍m aśnoti̱ vārya̱m bṛha̱spati̍r a̱rama̍ti̱ḥ panī̍yasī   grāvā̱ yatra̍ madhu̱ṣud u̱cyate̍ bṛ̱had avī̍vaśanta ma̱tibhi̍r manī̱ṣiṇa̍ḥ,this invocation wins all good that we desire bṛhaspati highlypraised aramati are here  even where the stone that presses meath rings loudly out and where the sages make their voices heard with hymns
e̱vā ka̱vis tu̍vī̱ravā̍m̐ ṛta̱jñā dra̍viṇa̱syur dravi̍ṇasaś cakā̱naḥ   u̱kthebhi̱r atra̍ ma̱tibhi̍ś ca̱ vipro 'pī̍paya̱d gayo̍ di̱vyāni̱ janma̍,thus hath the sage skilled in loud singers' duties desiring riches yearning after treasure  gaya the priestly singer with his praises and hymns contented the celestial people
e̱vā pla̱teḥ sū̱nur a̍vīvṛdhad vo̱ viśva̍ ādityā adite manī̱ṣī   ī̱śā̱nāso̱ naro̱ ama̍rtye̱nāstā̍vi̱ jano̍ di̱vyo gaye̍na,thus hath the thoughtful sage the son of plati praised you o aaiti and all ādityas  men are made rich by those who are immortal the heavenly folk have been extolled by gaya
ye ya̱jñena̱ dakṣi̍ṇayā̱ sama̍ktā̱ indra̍sya sa̱khyam a̍mṛta̱tvam ā̍na̱śa   tebhyo̍ bha̱dram a̍ṅgiraso vo astu̱ prati̍ gṛbhṇīta māna̱vaṁ su̍medhasaḥ,ye who adorned with guerdon through the sacrifice have won you indra's friendship and eternal life  even to you be happiness aṅgirases welcome the son of manu ye who are most wise
ya u̱dāja̍n pi̱taro̍ go̱maya̱ṁ vasv ṛ̱tenābhi̍ndan parivatsa̱re va̱lam   dī̱rghā̱yu̱tvam a̍ṅgiraso vo astu̱ prati̍ gṛbhṇīta māna̱vaṁ su̍medhasaḥ,the fathers who drave forth the wealth in cattle have in the year's courses cleft vala by eternal law  a lengthened life be yours o ye aṅgirases welcome the son of manu ye who are most wise
ya ṛ̱tena̱ sūrya̱m āro̍hayan di̱vy apra̍thayan pṛthi̱vīm mā̱tara̱ṁ vi   su̱pra̱jā̱stvam a̍ṅgiraso vo astu̱ prati̍ gṛbhṇīta māna̱vaṁ su̍medhasaḥ,ye raised the sun to heaven by everlasting law and spread broad earth the mother out on every side  fair wealth of progeny be yours aṅgirases welcome the son of manu ye who are most wise
a̱yaṁ nābhā̍ vadati va̱lgu vo̍ gṛ̱he deva̍putrā ṛṣaya̱s tac chṛ̍ṇotana   su̱bra̱hma̱ṇyam a̍ṅgiraso vo astu̱ prati̍ gṛbhṇīta māna̱vaṁ su̍medhasaḥ,this kinsman in your dwellingplace speaks pleasant words give car to this ye ṛṣis children of the gods  high brahman dignity be yours aṅgirases welcome the son of manu ye who are most wise
virū̍pāsa̱ id ṛṣa̍ya̱s ta id ga̍mbhī̱rave̍pasaḥ   te aṅgi̍rasaḥ sū̱nava̱s te a̱gneḥ pari̍ jajñire,distinguished by their varied form these ṛṣis have been deeply moved  these are the sons of aṅgirases from agni have they sprung to life
ye a̱gneḥ pari̍ jajñi̱re virū̍pāso di̱vas pari̍   nava̍gvo̱ nu daśa̍gvo̱ aṅgi̍rastama̱ḥ sacā̍ de̱veṣu̍ maṁhate,distinguished by their varied form they sprang from agni from the sky  navagva and daśagva noblest aṅgiras he giveth bounty with the gods
indre̍ṇa yu̱jā niḥ sṛ̍janta vā̱ghato̍ vra̱jaṁ goma̍ntam a̱śvina̍m   sa̱hasra̍m me̱ dada̍to aṣṭaka̱rṇya1̱̍ḥ śravo̍ de̱veṣv a̍krata,with indra for associate the priests have cleared the stable full of steeds and kine  giving to me a thousand with their eightmarked cars they gained renown among the gods
pra nū̱naṁ jā̍yatām a̱yam manu̱s tokme̍va rohatu   yaḥ sa̱hasra̍ṁ śa̱tāśva̍ṁ sa̱dyo dā̱nāya̱ maṁha̍te,may this man's sons be multiplied; like springing corn may manu grow  who gives at once in bounteous gift a thousand kine a hundred steeds
na tam a̍śnoti̱ kaś ca̱na di̱va i̍va̱ sānv ā̱rabha̍m   sā̱va̱rṇyasya̱ dakṣi̍ṇā̱ vi sindhu̍r iva paprathe,no one attains to him as though a man would grasp the heights of heaven  savarnya's sacrificial meed hath broadened like an ample flood
u̱ta dā̱sā pa̍ri̱viṣe̱ smaddi̍ṣṭī̱ gopa̍rīṇasā   yadu̍s tu̱rvaś ca̍ māmahe,yadu and turva too have given two dāsas welldisposed to serve  together with great store of kine
sa̱ha̱sra̱dā grā̍ma̱ṇīr mā ri̍ṣa̱n manu̱ḥ sūrye̍ṇāsya̱ yata̍mānaitu̱ dakṣi̍ṇā   sāva̍rṇer de̱vāḥ pra ti̍ra̱ntv āyu̱r yasmi̱nn aśrā̍ntā̱ asa̍nāma̱ vāja̍m,blest be the hamlet's chief most liberal manu and may his bounty rival that of sūrya  may the god let ssvarni's life be leng  thened with whom unwearied we have lived and prospered
i̱dam i̱tthā raudra̍ṁ gū̱rtava̍cā̱ brahma̱ kratvā̱ śacyā̍m a̱ntar ā̱jau   krā̱ṇā yad a̍sya pi̱tarā̍ maṁhane̱ṣṭhāḥ parṣa̍t pa̱kthe aha̱nn ā sa̱pta hotṝ̍n,the welcome speaker in the storm of battle uttered with might this prayer to win the aśvins  when the most liberal god for paktha rescued his parents and assailed the seven hotras
sa id dā̱nāya̱ dabhyā̍ya va̱nvañ cyavā̍na̱ḥ sūdai̍r amimīta̱ vedi̍m   tūrva̍yāṇo gū̱rtava̍castama̱ḥ kṣodo̱ na reta̍ i̱taū̍ti siñcat,cyavāna purposing deceptive presents with all ingredients made the altar ready  most sweetvoiced tūrvayāṇa poured oblations like floods of widely fertilizing water
mano̱ na yeṣu̱ hava̍neṣu ti̱gmaṁ vipa̱ḥ śacyā̍ vanu̱tho drava̍ntā   ā yaḥ śaryā̍bhis tuvinṛ̱mṇo a̱syāśrī̍ṇītā̱diśa̱ṁ gabha̍stau,to his oblations swift as thought ye hurried and welcomed eagerly the prayers he offered  with arrows in his hand the very mighty forced from him all obedience of a servant
kṛ̱ṣṇā yad goṣv a̍ru̱ṇīṣu̱ sīda̍d di̱vo napā̍tāśvinā huve vām   vī̱tam me̍ ya̱jñam ā ga̍tam me̱ anna̍ṁ vava̱nvāṁsā̱ neṣa̱m asmṛ̍tadhrū,i call on you the sons of dyaus the aśvins that a dark cow to my red kine be added  enjoy my sacrifice come to my viands contented not deceiving expectation '
prathi̍ṣṭa̱ yasya̍ vī̱raka̍rmam i̱ṣṇad anu̍ṣṭhita̱ṁ nu naryo̱ apau̍hat   puna̱s tad ā vṛ̍hati̱ yat ka̱nāyā̍ duhi̱tur ā anu̍bhṛtam ana̱rvā,membrum suum virile quod vrotentum fuerat mas ille retraxit rursus illud quod in juvenem filiam sublatum fuerat non aggressurus ad se rerahit
ma̱dhyā yat kartva̱m abha̍vad a̱bhīke̱ kāma̍ṁ kṛṇvā̱ne pi̱tari̍ yuva̱tyām   ma̱nā̱nag reto̍ jahatur vi̱yantā̱ sānau̱ niṣi̍ktaṁ sukṛ̱tasya̱ yonau̍,quum jam in medio connessu semiperfecto opere amorem in puellam pater impleverat ambo discedentes seminis paulum in terrae superficiem sacrorum sede effusum emiserunt
pi̱tā yat svāṁ du̍hi̱tara̍m adhi̱ṣkan kṣma̱yā reta̍ḥ saṁjagmā̱no ni ṣi̍ñcat   svā̱dhyo̍ 'janaya̱n brahma̍ de̱vā vāsto̱ṣ pati̍ṁ vrata̱pāṁ nir a̍takṣan,quum pater suam nilam adiverat cum eā congressus suum semen supra   effudit tum dii benigni precem (brahma)   et vastoshpatim legum sacrarum custodem formaverunt
sa ī̱ṁ vṛṣā̱ na phena̍m asyad ā̱jau smad ā parai̱d apa̍ da̱bhrace̍tāḥ   sara̍t pa̱dā na dakṣi̍ṇā parā̱vṛṅ na tā nu me̍ pṛśa̱nyo̍ jagṛbhre,"ille tauro similis spumam in certamine jactavit tunc discedens pusillaximis huc profectus est quasi dextro pede claudus processit ""inutiles fuerunt illi mei complexus"" ita locutus"
ma̱kṣū na vahni̍ḥ pra̱jāyā̍ upa̱bdir a̱gniṁ na na̱gna upa̍ sīda̱d ūdha̍ḥ   sani̍te̱dhmaṁ sani̍to̱ta vāja̱ṁ sa dha̱rtā ja̍jñe̱ saha̍sā yavī̱yut,'the fire burning the people does not approach quickly (by day) the naked (  approach) not agni by night; the giver of fuel and the giver of food he the upholder (of the rite) is born overcoming enemies by his might'
ma̱kṣū ka̱nāyā̍ḥ sa̱khyaṁ nava̍gvā ṛ̱taṁ vada̍nta ṛ̱tayu̍ktim agman   dvi̱barha̍so̱ ya upa̍ go̱pam āgu̍r adakṣi̱ṇāso̱ acyu̍tā dudukṣan,uttering praise to suit the rite navagvas came speedily to win the damsel's friendship  they who approached the twicestrong stable's keeper meedless would milk the rocks that naught had shaken
ma̱kṣū ka̱nāyā̍ḥ sa̱khyaṁ navī̍yo̱ rādho̱ na reta̍ ṛ̱tam it tu̍raṇyan   śuci̱ yat te̱ rekṇa̱ āya̍janta saba̱rdughā̍yā̱ḥ paya̍ u̱sriyā̍yāḥ,swift was new friendship with the maid they quickly accepted it as genuine seed and bounty  milk which the cow sabardughā had yielded was the bright heritage which to thee they offered
pa̱śvā yat pa̱ścā viyu̍tā bu̱dhanteti̍ bravīti va̱ktarī̱ rarā̍ṇaḥ   vaso̍r vasu̱tvā kā̱ravo̍ 'ne̱hā viśva̍ṁ viveṣṭi̱ dravi̍ṇa̱m upa̱ kṣu,when afterwards they woke and missed the cattle the speaker thus in joyful mood addressed them  matchless are singers through the vasu's nature; he bringeth them all food and all possessions
tad in nv a̍sya pari̱ṣadvā̍no agman pu̱rū sada̍nto nārṣa̱dam bi̍bhitsan   vi śuṣṇa̍sya̱ saṁgra̍thitam ana̱rvā vi̱dat pu̍ruprajā̱tasya̱ guhā̱ yat,his followers then who dwelt in sundry places came and desired too slay the son of nṛṣad  resistless foe be found the hidden treasure of śuṣṇa multiplied in numerous offspring
bhargo̍ ha̱ nāmo̱ta yasya̍ de̱vāḥ sva1̱̍r ṇa ye tri̍ṣadha̱sthe ni̍ṣe̱duḥ   a̱gnir ha̱ nāmo̱ta jā̱tave̍dāḥ śru̱dhī no̍ hotar ṛ̱tasya̱ hotā̱dhruk,thou called effulgence in whose threefold dwelling as in the light of heaven the gods are sitting  thou who art called agni or jātavedas priest hear us guileless priest of holy worship
u̱ta tyā me̱ raudrā̍v arci̱mantā̱ nāsa̍tyāv indra gū̱rtaye̱ yaja̍dhyai   ma̱nu̱ṣvad vṛ̱ktaba̍rhiṣe̱ rarā̍ṇā ma̱ndū hi̱tapra̍yasā vi̱kṣu yajyū̍,and indra bring that i may laud and serve them those two resplendent glorious nāsatyas  blithe bounteous manlike to the sacrificer honoured among our men with offered viands
a̱yaṁ stu̱to rājā̍ vandi ve̱dhā a̱paś ca̱ vipra̍s tarati̱ svase̍tuḥ   sa ka̱kṣīva̍ntaṁ rejaya̱t so a̱gniṁ ne̱miṁ na ca̱kram arva̍to raghu̱dru,this king is praised and honoured as ordainer himself the bridge the sage speeds oer the waters  he hath stirred up kakṣīvān stirred up agni as the steed's swift wheel drives the felly onward
sa dvi̱bandhu̍r vaitara̱ṇo yaṣṭā̍ saba̱rdhuṁ dhe̱num a̱sva̍ṁ du̱hadhyai̍   saṁ yan mi̱trāvaru̍ṇā vṛ̱ñja u̱kthair jyeṣṭhe̍bhir arya̱maṇa̱ṁ varū̍thaiḥ,vaitarana doubly kinsman sacrificer shall milk the cow who neer hath calved sabardhu  when i encompass varuṇa and mitra with lauds and aryaman in safest shelter
tadba̍ndhuḥ sū̱rir di̱vi te̍ dhiya̱ṁdhā nābhā̱nedi̍ṣṭho rapati̱ pra vena̍n   sā no̱ nābhi̍ḥ para̱māsya vā̍ ghā̱haṁ tat pa̱ścā ka̍ti̱thaś ci̍d āsa,their kin the prince in heaven thy nearest kinsman turning his thought to thee thus speaks in kindness  this is our highest bond i am his offspring how many others came ere i succeeded?
i̱yam me̱ nābhi̍r i̱ha me̍ sa̱dhastha̍m i̱me me̍ de̱vā a̱yam a̍smi̱ sarva̍ḥ   dvi̱jā aha̍ prathama̱jā ṛ̱tasye̱daṁ dhe̱nur a̍duha̱j jāya̍mānā,here is my kinship here the place i dwell in these are my gods; i in full strength am present  twiceborn am i the firstborn son of order the cow milked this when first she had her being
adhā̍su ma̱ndro a̍ra̱tir vi̱bhāvāva̍ syati dvivarta̱nir va̍ne̱ṣāṭ   ū̱rdhvā yac chreṇi̱r na śiśu̱r dan ma̱kṣū sthi̱raṁ śe̍vṛ̱dhaṁ sū̍ta mā̱tā,so mid these tribes he rests the friendly envoy borne on two paths refulgent lord of fuel  when like a line the babe springs up erectly his mother straight hath borne him strong to bless us
adhā̱ gāva̱ upa̍mātiṁ ka̱nāyā̱ anu̍ śvā̱ntasya̱ kasya̍ ci̱t pare̍yuḥ   śru̱dhi tvaṁ su̍draviṇo na̱s tvaṁ yā̍ḻ āśva̱ghnasya̍ vāvṛdhe sū̱nṛtā̍bhiḥ,then went the milchkine forth to please the damsel and for the good of every man that liveth  hear us o wealthy lord; begin our worship thou hast grown mighty through āśvaghna's virtues
adha̱ tvam i̍ndra vi̱ddhy a1̱̍smān ma̱ho rā̱ye nṛ̍pate̱ vajra̍bāhuḥ   rakṣā̍ ca no ma̱ghona̍ḥ pā̱hi sū̱rīn a̍ne̱hasa̍s te harivo a̱bhiṣṭau̍,and take thou notice of us also indra for ample riches king whose arm wields thunder!  protect our wealthy nobles guard our princes unmenaced near thee lord of tawny coursers
adha̱ yad rā̍jānā̱ gavi̍ṣṭau̱ sara̍t sara̱ṇyuḥ kā̱rave̍ jara̱ṇyuḥ   vipra̱ḥ preṣṭha̱ḥ sa hy e̍ṣām ba̱bhūva̱ parā̍ ca̱ vakṣa̍d u̱ta pa̍rṣad enān,when he goes forth ye pair of kings for booty speeding to war and praise to please the singer  i was the dearest sage of those about himlet him lead these away and bring them safely
adhā̱ nv a̍sya̱ jenya̍sya pu̱ṣṭau vṛthā̱ rebha̍nta īmahe̱ tad ū̱ nu   sa̱ra̱ṇyur a̍sya sū̱nur aśvo̱ vipra̍ś cāsi̱ śrava̍saś ca sā̱tau,now for this noble man's support and comfort singing with easy voice we thus implore thee  impetuous be his son and fleet his courser and may i be his priest to win him glory
yu̱vor yadi̍ sa̱khyāyā̱sme śardhā̍ya̱ stoma̍ṁ juju̱ṣe nama̍svān   vi̱śvatra̱ yasmi̱nn ā gira̍ḥ samī̱cīḥ pū̱rvīva̍ gā̱tur dāśa̍t sū̱nṛtā̍yai,if for our strength the priest with adoration to win your friendship made the laud accepted  that laud shall be a branching road to virtue for every one to whom the songs are suited
sa gṛ̍ṇā̱no a̱dbhir de̱vavā̱n iti̍ su̱bandhu̱r nama̍sā sū̱ktaiḥ   vardha̍d u̱kthair vaco̍bhi̱r ā hi nū̱naṁ vy adhvai̍ti̱ paya̍sa u̱sriyā̍yāḥ,glorified thus with holy hymns and homageof noble race with waters godattended  may he enrich us for our prayers and praises now can the cow be milked; the path is open
ta ū̱ ṣu ṇo̍ ma̱ho ya̍jatrā bhū̱ta de̍vāsa ū̱taye̍ sa̱joṣā̍ḥ   ye vājā̱m̐ ana̍yatā vi̱yanto̱ ye sthā ni̍ce̱tāro̱ amū̍rāḥ,be to us then ye gods who merit worship be ye of one accord our strong protection  who went on various ways and brought us vigour ye who are undeceivable explorers
ā jana̍ṁ tve̱ṣasa̍ṁdṛśa̱m māhī̍nānā̱m upa̍stutam   aga̍nma̱ bibhra̍to̱ nama̍ḥ,bringing our homage we have come to one magnificent in look  glorified of the mighty gods
asa̍mātiṁ ni̱tośa̍naṁ tve̱ṣaṁ ni̍ya̱yina̱ṁ ratha̍m   bha̱jera̍thasya̱ satpa̍tim,to asamati spring of gifts lord of the brave a radiant car  the conqueror of bhajeratha
yo janā̍n mahi̱ṣām̐ i̍vātita̱sthau pavī̍ravān   u̱tāpa̍vīravān yu̱dhā,who when the spear hath armed his hand or even weaponless oerthrows  men strong as buffaloes in fight;
yasye̍kṣvā̱kur upa̍ vra̱te re̱vān ma̍rā̱yy edha̍te   di̱vī̍va̱ pañca̍ kṛ̱ṣṭaya̍ḥ,him in whose service flourishes iksvaku rich and dazzlingbright  as the five tribes that are in heaven
indra̍ kṣa̱trāsa̍mātiṣu̱ ratha̍proṣṭheṣu dhāraya   di̱vī̍va̱ sūrya̍ṁ dṛ̱śe,indra support the princely power of rathaprosthas matched by none  even as the sun for all to see
a̱gastya̍sya̱ nadbhya̱ḥ saptī̍ yunakṣi̱ rohi̍tā   pa̱ṇīn ny a̍kramīr a̱bhi viśvā̍n rājann arā̱dhasa̍ḥ,thou for agastya's sister's sons yokest thy pair of ruddy steeds  thou troddest niggards under foot all those o king who brought no gifts
a̱yam mā̱tāyam pi̱tāyaṁ jī̱vātu̱r āga̍mat   i̱daṁ tava̍ pra̱sarpa̍ṇa̱ṁ suba̍ndha̱v ehi̱ nir i̍hi,this is the mother this the sire this one hath come to be thy life  what brings thee forth is even this now come subandhu get thee forth
yathā̍ yu̱gaṁ va̍ra̱trayā̱ nahya̍nti dha̱ruṇā̍ya̱ kam   e̱vā dā̍dhāra te̱ mano̍ jī̱vāta̍ve̱ na mṛ̱tyave 'tho̍ ari̱ṣṭatā̍taye,as with the leather thong they bind the chariot yoke to hold it fast  so have i held thy spirit fast held it for life and not for death held it for thy security
yathe̱yam pṛ̍thi̱vī ma̱hī dā̱dhāre̱mān vana̱spatī̍n   e̱vā dā̍dhāra te̱ mano̍ jī̱vāta̍ve̱ na mṛ̱tyave 'tho̍ ari̱ṣṭatā̍taye,even as this earth the mighty earth holds fast the monarchs of the wood  so have i held thy spirit fast held it for life and not for death held it for thy security
ya̱mād a̱haṁ vai̍vasva̱tāt su̱bandho̱r mana̱ ābha̍ram   jī̱vāta̍ve̱ na mṛ̱tyave 'tho̍ ari̱ṣṭatā̍taye,subandlin's spirit i have brought from yarna from vivasvān's son  brought it for life and not for death yea brought it for security
nya1̱̍g vāto 'va̍ vāti̱ nya̍k tapati̱ sūrya̍ḥ   nī̱cīna̍m a̱ghnyā du̍he̱ nya̍g bhavatu te̱ rapa̍ḥ,the wind blows downward from on high downward the sungod sends his heat  downward the milchcow pours her milk so downward go thy pain and grief
a̱yam me̱ hasto̱ bhaga̍vān a̱yam me̱ bhaga̍vattaraḥ   a̱yam me̍ vi̱śvabhe̍ṣajo̱ 'yaṁ śi̱vābhi̍marśanaḥ,felicitous is this mine hand yet more felicitous is this  this hand contains all healing balms and this makes whole with gentle touch
pra tā̱ry āyu̍ḥ prata̱raṁ navī̍ya̱ḥ sthātā̍reva̱ kratu̍matā̱ ratha̍sya   adha̱ cyavā̍na̱ ut ta̍vī̱ty artha̍m parāta̱raṁ su nirṛ̍tir jihītām,his life hath been renewed and carried forward as two men carborne by the skilful driver  one falls then seeks the goal with quickened vigour let nirrti depart to distant places
sāma̱n nu rā̱ye ni̍dhi̱man nv anna̱ṁ karā̍mahe̱ su pu̍ru̱dha śravā̍ṁsi   tā no̱ viśvā̍ni jari̱tā ma̍mattu parāta̱raṁ su nirṛ̍tir jihītām,here is the psalm for wealth and food in plenty let us do many deeds to bring us glory  all these our doings shall delight the singer let nirrti depart to distant places
a̱bhī ṣv a1̱̍ryaḥ pauṁsyai̍r bhavema̱ dyaur na bhūmi̍ṁ gi̱rayo̱ nājrā̍n   tā no̱ viśvā̍ni jari̱tā ci̍keta parāta̱raṁ su nirṛ̍tir jihītām,may we oercome our foes with acts of valour as heaven is over earth hills over lowlands  all these our deeds the singer hath considered let nirrti depart to distant places
mo ṣu ṇa̍ḥ soma mṛ̱tyave̱ parā̍ dā̱ḥ paśye̍ma̱ nu sūrya̍m u̱ccara̍ntam   dyubhi̍r hi̱to ja̍ri̱mā sū no̍ astu parāta̱raṁ su nirṛ̍tir jihītām,give us not up as prey to death o soma still let us look upon the sun arising  let our old age with passing days be kindly let nirrti depart to distant places
asu̍nīte̱ mano̍ a̱smāsu̍ dhāraya jī̱vāta̍ve̱ su pra ti̍rā na̱ āyu̍ḥ   rā̱ra̱ndhi na̱ḥ sūrya̍sya sa̱ṁdṛśi̍ ghṛ̱tena̱ tvaṁ ta̱nva̍ṁ vardhayasva,o asuniti keep the soul within us and make the days we have to live yet longer  grant that we still may look upon the sunlight strengthen thy body with the oil we bring thee
asu̍nīte̱ puna̍r a̱smāsu̱ cakṣu̱ḥ puna̍ḥ prā̱ṇam i̱ha no̍ dhehi̱ bhoga̍m   jyok pa̍śyema̱ sūrya̍m u̱ccara̍nta̱m anu̍mate mṛ̱ḻayā̍ naḥ sva̱sti,give us our sight again o asuniti give us again our breath and our enjoyment  long may we look upon the sun uprising; o anumati favour thou and bless us
puna̍r no̱ asu̍m pṛthi̱vī da̍dātu̱ puna̱r dyaur de̱vī puna̍r a̱ntari̍kṣam   puna̍r na̱ḥ soma̍s ta̱nva̍ṁ dadātu̱ puna̍ḥ pū̱ṣā pa̱thyā̱3̱̍ṁ yā sva̱stiḥ,may earth restore to us our vital spirit may heaven the goddess and midair restore it  may soma give us once again our body and pūṣan show the path of peace and comfort
śaṁ roda̍sī su̱bandha̍ve ya̱hvī ṛ̱tasya̍ mā̱tarā̍   bhara̍tā̱m apa̱ yad rapo̱ dyauḥ pṛ̍thivi kṣa̱mā rapo̱ mo ṣu te̱ kiṁ ca̱nāma̍mat,may both worlds bless subandhu young mothers of everlasting law  may heaven and earth uproot and sweep iniquity and shame away nor sin nor sorrow trouble thee
ava̍ dva̱ke ava̍ tri̱kā di̱vaś ca̍ranti bheṣa̱jā   kṣa̱mā ca̍ri̱ṣṇv e̍ka̱kam bhara̍tā̱m apa̱ yad rapo̱ dyauḥ pṛ̍thivi kṣa̱mā rapo̱ mo ṣu te̱ kiṁ ca̱nāma̍mat,healthgiving medicines descend sent down from heaven in twos and threes  or wandering singly on the earth may heaven and earth uproot and sweep iniquity and shame away nor sin nor sorrow trouble thee
sam i̍ndreraya̱ gām a̍na̱ḍvāha̱ṁ ya āva̍had uśī̱narā̍ṇyā̱ ana̍ḥ   bhara̍tā̱m apa̱ yad rapo̱ dyauḥ pṛ̍thivi kṣa̱mā rapo̱ mo ṣu te̱ kiṁ ca̱nāma̍mat,drive forward thou the wagonox o indra which brought usinarani's wagon hither  may heaven and earth uproot and sweep iniquity and shame away nor sin nor sorrow trouble thee
yat te̍ ya̱maṁ vai̍vasva̱tam mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away to yama to vivasvān's son  we cause to come to thee again that thou mayst live and sojourn here
yat te̱ diva̱ṁ yat pṛ̍thi̱vīm mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away that passed away to earth and heaven  we cause to come to thee again that thou mayst live and sojourn here
yat te̱ bhūmi̱ṁ catu̍rbhṛṣṭi̱m mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away away to the fourcornered earth  we cause to come to thee again that thou mayst live and sojourn here
yat te̱ cata̍sraḥ pra̱diśo̱ mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away to the four quarters of the world  we cause to come to thee again that thou mayst live and sojourn here
yat te̍ samu̱dram a̍rṇa̱vam mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away away unto the billowy sea  we cause to come to thee again that thou mayst live and sojourn here
yat te̱ marī̍cīḥ pra̱vato̱ mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away to beams of light that flash and flow  we cause to come to thee again that thou mayst live and sojourn here
yat te̍ a̱po yad oṣa̍dhī̱r mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away went to the waters and the plants  we cause to come to thee again that thou mayst live and sojourn here
yat te̱ sūrya̱ṁ yad u̱ṣasa̱m mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away that visited the sun and dawn  we cause to come to thee again that thou mayst live and sojourn here
yat te̱ parva̍tān bṛha̱to mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away away to lofty mountain heights  we cause to come to thee again that thou mayst live and sojourn here
yat te̱ viśva̍m i̱daṁ jaga̱n mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away into this all that lives and moves  we cause to come to thee again that thou mayst live and sojourn here
yat te̱ parā̍ḥ parā̱vato̱ mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away to distant realms beyond our ken  we cause to come to thee again that thou mayst live and sojourn here
yat te̍ bhū̱taṁ ca̱ bhavya̍ṁ ca̱ mano̍ ja̱gāma̍ dūra̱kam   tat ta̱ ā va̍rtayāmasī̱ha kṣayā̍ya jī̱vase̍,thy spirit that went far away to all that is and is to be  we cause to come to thee again that thou mayst live and sojourn heie
mā pra gā̍ma pa̱tho va̱yam mā ya̱jñād i̍ndra so̱mina̍ḥ   māntaḥ sthu̍r no̱ arā̍tayaḥ,let us not indra leave the path the somapresser's sacrifice  let no malignity dwell with us
yo ya̱jñasya̍ pra̱sādha̍na̱s tantu̍r de̱veṣv āta̍taḥ   tam āhu̍taṁ naśīmahi,may we obtain completely wrought the thread spun out to reach the gods  that perfecteth the sacrifice
mano̱ nv ā hu̍vāmahe nārāśa̱ṁsena̱ some̍na   pi̱tṝ̱ṇāṁ ca̱ manma̍bhiḥ,we call the spirit hither with the soma of our parted sires  yea with the fathers' holy hymns
ā ta̍ etu̱ mana̱ḥ puna̱ḥ kratve̱ dakṣā̍ya jī̱vase̍   jyok ca̱ sūrya̍ṁ dṛ̱śe,thy spirit come to thee again for wisdom energy and lire  that thou mayst long behold the sun!
puna̍r naḥ pitaro̱ mano̱ dadā̍tu̱ daivyo̱ jana̍ḥ   jī̱vaṁ vrāta̍ṁ sacemahi,o fathers may the heavenly folk give us our spirit once again  that we may be with those who live
